design_id,mission_profile,cost_m_usd,weight_kg,modularity_pct,load_capacity_kg,life_expectancy_years,upgradeability_score,shielding_score,mobility_score,build_time_months,power_capacity_kw,data_throughput_gbps,radiation_tolerance_krad,feasibility_probability,flight_test_outcome,military_satisfaction,engineer_satisfaction,scientist_satisfaction,communications_satisfaction,overall_stakeholder_satisfaction,within_budget_500m,within_timeline_48mo,meets_min_feasibility_70pct,constraint_status,design_lineage,notes
SAT-0240,Earth Observation,595.8,2976.0,56.4,1046.0,8.2,66.4,49.1,70.0,72,38,83.4,121.0,0.664,Pass,40.4,53.0,44.7,46.8,46.2,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0241,GPS/Navigation,428.1,1719.0,16.7,802.0,8.1,44.2,57.0,54.3,72,38,55.9,146.0,0.61,Fail,51.5,55.0,52.3,23.1,45.5,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0242,GPS/Navigation,525.3,1130.0,52.2,373.0,9.7,71.3,80.7,79.9,63.7,30.6,51.0,190.0,0.523,Pass,57.6,58.5,29.4,26.7,43.0,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0243,GPS/Navigation,538.2,2438.0,44.2,1196.0,8.8,55.7,59.4,13.6,72,38,95.1,171.0,0.638,Partial Pass,37.1,54.0,57.5,63.0,52.9,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0244,Earth Observation,586.3,2767.0,35.4,1275.0,10.6,41.1,80.4,58.1,72,38,87.6,208.0,0.531,Fail,51.0,47.9,57.3,49.7,51.5,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0245,Multi-Purpose,495.6,1705.0,19.2,881.0,9.5,38.9,93.9,68.6,72,38,59.9,199.0,0.792,Fail,68.3,55.5,55.5,42.8,55.5,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline; Strong protection profile
SAT-0246,Scientific Research,629.2,2283.0,88.8,842.0,9.1,71.7,53.7,46.6,72,38,66.5,107.0,0.05,Fail,51.5,46.9,43.3,31.9,43.4,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0247,Earth Observation,527.9,1531.0,62.4,527.0,8.4,71.8,45.8,58.4,72,38,58.1,133.0,0.613,Partial Pass,41.8,56.1,37.3,41.4,44.1,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0248,Security/Defense,444.6,1371.0,36.8,849.0,6.4,30.7,40.8,25.6,66.3,38,43.6,96.0,0.675,Pass,30.8,49.5,52.1,44.0,44.1,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0249,GPS/Navigation,540.7,2180.0,31.9,1229.0,11.5,59.3,98,5,72,38,89.7,221.0,0.722,Partial Pass,55.1,54.6,69.8,39.0,54.6,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0250,GPS/Navigation,424.7,1696.0,24.4,902.0,6.6,28.9,44.5,39.7,72,38,65.5,106.0,0.846,Pass,52.7,56.4,59.5,50.2,54.7,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0251,Multi-Purpose,621.8,2309.0,72.7,798.0,9.9,78.9,71.1,24.0,72,38,61.2,178.0,0.596,Partial Pass,46.7,62.2,36.2,39.4,46.1,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0252,Earth Observation,447.6,858.0,53.4,518.0,8.6,60.9,59.0,24.0,49.2,38,33.4,125.0,0.796,Pass,44.1,74.5,31.2,21.7,42.9,True,False,True,Needs Tradeoff Review,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0253,Multi-Purpose,540.2,2067.0,53.2,790.0,6.7,63.1,43.1,64.1,72,38,52.9,110.0,0.684,Fail,45.3,52.7,41.9,35.0,43.7,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0254,Scientific Research,523.6,2605.0,21.8,1293.0,7.3,58.1,46.4,35.7,72,38,81.8,116.0,0.771,Pass,49.0,54.2,59.1,41.0,50.8,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0255,Communication,651.4,3400,49.1,1253.0,8.4,56.4,69.3,39.4,72,38,76.6,144.0,0.642,Fail,54.3,63.8,60.7,42.3,55.3,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0256,Scientific Research,452.4,1300.0,42.0,741.0,8.0,52.6,48.5,79.5,71.9,38,60.1,114.0,0.46,Fail,38.6,66.1,48.4,28.1,45.3,True,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal timeline
SAT-0257,Scientific Research,463.2,2213.0,10.0,1000.0,8.6,30.9,68.2,29.6,72,38,67.6,177.0,0.71,Pass,44.6,45.6,41.9,42.2,43.6,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0258,Communication,493.9,2175.0,48.7,957.0,9.0,56.6,40.8,73.4,72,38,79.7,124.0,0.73,Pass,49.5,53.0,53.0,42.3,49.5,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline
SAT-0259,Communication,655.2,2557.0,47.5,838.0,9.7,49.2,78.2,73.9,72,38,59.0,169.0,0.62,Fail,61.8,56.6,51.6,17.6,46.9,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0260,Earth Observation,478.5,1946.0,50.4,815.0,8.6,45.4,52.7,36.7,72,38,53.9,103.0,0.787,Partial Pass,44.7,62.6,46.6,32.4,46.6,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0261,Scientific Research,501.3,1649.0,55.3,823.0,8.0,73.9,38.7,33.0,72,38,73.9,93.0,0.591,Fail,37.1,56.7,54.5,38.4,46.7,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0262,Security/Defense,694.5,2950.0,64.5,1167.0,7.0,54.6,46.4,77.3,72,38,80.5,110.0,0.359,Fail,41.6,55.4,56.2,41.7,48.7,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0263,Security/Defense,489.5,1106.0,40.8,175.0,9.7,48.9,68.7,26.7,66.1,22.2,22.1,142.0,0.65,Fail,50.2,62.0,28.8,25.4,41.6,True,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal timeline
SAT-0264,Communication,523.0,2035.0,45.5,776.0,10.1,48.0,97.0,50.7,72,38,44.1,251.0,0.786,Pass,57.0,56.2,49.0,32.9,48.8,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0265,Scientific Research,537.3,2866.0,40.3,1351.0,7.0,48.8,43.6,73.5,72,38,91.5,90.0,0.695,Pass,33.6,63.2,67.6,49.5,53.5,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0266,Multi-Purpose,594.6,3343.0,39.7,1408.0,10.5,47.4,65.4,51.6,72,38,82.9,164.0,0.647,Pass,45.0,57.8,70.9,53.6,56.8,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0267,Earth Observation,400.0,1961.0,5,1037.0,7.8,13.2,58.0,18.2,72,38,75.6,131.0,0.739,Partial Pass,40.1,43.4,60.4,52.8,49.2,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0268,Multi-Purpose,533.9,1927.0,36.2,885.0,7.6,46.7,58.2,51.5,72,38,61.8,133.0,0.682,Pass,45.8,56.6,48.6,44.8,49.0,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0269,Earth Observation,548.3,2235.0,57.5,842.0,11.3,80.9,83.7,27.5,72,38,63.4,203.0,0.68,Fail,45.6,68.0,54.0,51.0,54.6,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0270,Earth Observation,629.0,3037.0,51.1,1202.0,11.0,54.3,67.0,42.3,72,38,71.6,146.0,0.522,Pass,60.5,54.0,69.8,47.0,57.8,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0271,Scientific Research,461.6,1814.0,16.0,905.0,6.7,54.5,39.3,38.5,72,38,70.7,147.0,0.713,Pass,27.2,58.4,58.3,45.2,47.3,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0272,Scientific Research,618.8,2956.0,57.5,1331.0,9.7,77.7,40.2,46.7,72,38,95.6,96.0,0.7,Fail,37.1,64.9,51.1,55.8,52.2,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0273,Security/Defense,717.6,3087.0,64.1,1043.0,10.6,53.3,101.5,21.0,72,38,65.6,228.0,0.566,Pass,43.9,65.4,47.0,40.8,49.3,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0274,Communication,515.6,2230.0,37.8,1035.0,7.3,44.6,41.4,67.9,72,38,74.9,126.0,0.628,Fail,49.4,64.8,54.6,48.8,54.4,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0275,GPS/Navigation,446.2,1153.0,42.1,396.0,6.9,61.8,60.8,28.2,71.5,32.5,35.0,136.0,0.662,Fail,48.9,57.5,33.4,29.3,42.3,True,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal timeline
SAT-0276,Scientific Research,536.7,1946.0,36.0,886.0,10.1,54.5,98,58.7,72,38,59.3,236.0,0.782,Pass,63.7,56.9,61.4,42.9,56.2,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0277,GPS/Navigation,416.2,1851.0,35.3,827.0,8.4,62.4,43.4,27.5,72,38,69.0,117.0,0.775,Pass,50.9,60.2,54.5,47.1,53.2,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0278,Scientific Research,507.4,2615.0,39.3,1343.0,8.6,48.9,50.8,31.4,72,38,87.5,112.0,0.695,Pass,37.8,49.4,69.0,47.5,50.9,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0279,Scientific Research,533.5,1954.0,38.0,953.0,7.9,54.1,56.1,95,72,38,64.6,128.0,0.11,Fail,60.4,25.0,44.1,28.5,39.5,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0280,Multi-Purpose,523.0,1990.0,42.8,1016.0,10.1,53.3,65.5,38.8,72,38,78.6,164.0,0.781,Partial Pass,49.0,57.5,65.0,51.8,55.8,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0281,Multi-Purpose,521.2,2027.0,67.8,748.0,7.9,70.0,55.3,15.1,72,38,55.6,128.0,0.741,Pass,32.9,65.5,52.0,31.0,45.4,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0282,Scientific Research,591.3,2440.0,39.3,967.0,11.3,48.2,89.6,67.7,72,38,47.9,245.0,0.758,Partial Pass,70.9,62.6,56.5,27.3,54.3,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0283,Earth Observation,417.0,1902.0,7.6,1080.0,6.9,51.5,41.5,58.0,72,38,66.8,109.0,0.685,Pass,40.4,47.5,64.5,49.9,50.6,True,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal timeline
SAT-0284,GPS/Navigation,494.3,2130.0,17.5,1213.0,7.7,42.4,59.4,45.4,72,38,71.1,120.0,0.721,Pass,39.3,53.9,62.8,37.7,48.4,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0285,Communication,449.2,1715.0,18.2,889.0,9.3,39.9,64.7,40.5,72,38,50.2,136.0,0.712,Pass,48.3,49.1,62.4,35.8,48.9,True,False,True,Needs Tradeoff Review,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0286,Multi-Purpose,502.1,1984.0,32.9,861.0,9.9,47.2,77.5,61.4,72,38,62.0,192.0,0.781,Pass,74.3,62.5,40.6,29.6,51.8,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0287,Multi-Purpose,511.2,2262.0,42.9,1101.0,3.6,57.6,23.2,69.3,72,38,53.5,63.0,0.675,Fail,44.4,62.0,57.9,32.2,49.1,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0288,GPS/Navigation,411.5,1392.0,19.3,809.0,9.8,29.9,63.0,51.5,71.5,38,50.8,152.0,0.803,Pass,57.9,49.3,37.8,37.1,45.5,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0289,GPS/Navigation,532.9,2826.0,5,1282.0,6.9,47.8,64.7,63.8,72,38,84.7,177.0,0.744,Pass,60.0,55.3,66.5,43.0,56.2,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0290,Earth Observation,572.8,2221.0,90.2,866.0,9.8,64.8,68.2,53.9,72,38,57.2,171.0,0.05,Fail,55.7,53.7,49.2,45.0,50.9,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0291,Multi-Purpose,545.7,2066.0,73.6,839.0,8.9,61.0,56.7,36.0,72,38,67.6,137.0,0.58,Fail,31.6,67.3,43.7,51.7,48.6,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0292,Multi-Purpose,572.0,2060.0,50.4,1032.0,7.8,63.5,33.6,57.2,72,38,78.2,88.0,0.419,Pass,26.6,60.5,42.9,42.9,43.2,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0293,Earth Observation,606.0,1950.0,79.1,479.0,10.4,87.0,59.3,5.5,72,38,47.4,157.0,0.179,Pass,50.7,57.0,19.2,34.1,40.2,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,High modularity reduces payload capacity; Exceeds nominal budget; Exceeds nominal timeline
SAT-0294,Communication,517.0,2139.0,48.1,1022.0,9.9,52.3,53.5,33.6,72,38,69.5,115.0,0.796,Pass,43.9,61.8,39.5,48.1,48.3,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0295,Scientific Research,490.3,1460.0,61.0,676.0,8.3,66.3,42.5,58.4,72,38,58.7,92.0,0.674,Partial Pass,37.5,62.1,37.6,38.4,43.9,True,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0296,Communication,467.3,2425.0,5,1256.0,8.0,20.7,59.6,29.8,72,38,85.0,136.0,0.758,Pass,48.7,44.2,70.9,44.2,52.0,True,False,True,Needs Tradeoff Review,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0297,Earth Observation,665.3,2344.0,76.9,962.0,10.5,73.7,72.1,52.5,72,38,64.5,151.0,0.298,Partial Pass,50.2,48.1,42.9,47.4,47.2,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0298,Scientific Research,569.5,2715.0,65.6,1053.0,11.7,72.7,68.1,14.8,72,38,74.8,175.0,0.626,Fail,50.3,53.7,41.5,43.3,47.2,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0299,Earth Observation,515.2,2283.0,22.3,865.0,8.4,31.3,87.5,61.2,72,38,59.6,219.0,0.667,Fail,58.7,52.0,48.9,30.7,47.6,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0300,Earth Observation,402.4,1621.0,9.8,763.0,9.2,40.2,40.2,10.3,70.5,38,57.1,108.0,0.692,Partial Pass,34.6,53.5,32.9,26.1,36.8,True,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal timeline
SAT-0301,Security/Defense,601.5,1571.0,69.2,733.0,11.7,77.7,68.9,66.7,72,38,57.1,143.0,0.729,Pass,57.5,71.2,41.1,51.0,55.2,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0302,Multi-Purpose,610.3,3239.0,44.4,1378.0,9.0,33.2,53.8,38.4,72,38,81.0,145.0,0.537,Fail,43.6,47.8,56.9,37.2,46.4,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0303,Communication,604.1,2286.0,71.3,1134.0,5.3,67.5,19.3,60.2,72,38,78.4,77.0,0.543,Fail,35.7,57.8,57.0,37.6,47.0,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0304,Scientific Research,380.2,1047.0,35.6,362.0,7.8,35.5,50.3,66.1,67.4,31.4,38.1,121.0,0.827,Fail,45.2,54.5,19.7,31.1,37.6,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0305,GPS/Navigation,702.5,2942.0,73.3,1128.0,8.9,90.0,36.6,75.5,72,38,92.5,113.0,0.315,Fail,45.9,68.4,48.5,59.5,55.6,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0306,Scientific Research,417.3,1432.0,24.6,480.0,8.7,43.5,56.9,53.9,72,38,38.8,150.0,0.815,Partial Pass,55.1,52.9,34.0,27.0,42.2,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0307,Multi-Purpose,446.7,2249.0,16.1,1094.0,4.5,43.4,36.2,16.6,72,38,78.9,72.0,0.754,Partial Pass,23.1,52.4,63.8,44.7,46.0,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0308,Multi-Purpose,531.3,2476.0,32.5,937.0,10.9,39.6,61.7,31.1,72,38,55.7,132.0,0.822,Pass,34.1,57.3,46.3,28.2,41.5,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0309,GPS/Navigation,608.2,1998.0,60.3,757.0,8.6,62.4,68.6,41.5,72,38,60.0,201.0,0.691,Partial Pass,42.8,58.6,47.0,38.2,46.7,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0310,Multi-Purpose,501.9,2293.0,61.4,1039.0,7.3,59.3,49.7,24.5,72,38,69.8,125.0,0.726,Partial Pass,42.8,60.0,43.8,39.8,46.6,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0311,GPS/Navigation,404.3,1653.0,16.5,988.0,7.7,48.0,52.5,42.5,72,38,76.0,131.0,0.6,Partial Pass,60.5,61.0,65.1,50.3,59.2,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0312,Communication,638.9,2576.0,51.2,997.0,12.4,65.4,91.4,25.9,72,38,57.8,224.0,0.631,Fail,43.5,54.6,50.2,42.0,47.6,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0313,Security/Defense,618.6,2617.0,46.1,1123.0,8.3,50.2,44.9,71.7,72,38,87.6,137.0,0.511,Fail,46.3,48.3,52.0,53.9,50.1,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0314,Communication,712.7,2548.0,68.7,928.0,9.1,72.7,88.2,69.6,72,38,64.2,200.0,0.636,Fail,54.4,53.8,56.5,39.1,50.9,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0315,Multi-Purpose,540.6,2746.0,15.8,1206.0,9.2,41.8,87.6,60.3,72,38,72.9,225.0,0.723,Pass,90.7,46.1,70.0,33.8,60.2,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0316,Communication,482.1,1378.0,53.2,691.0,7.3,40.7,44.1,55.8,72,38,49.9,128.0,0.629,Fail,51.1,59.3,46.7,36.7,48.5,True,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal timeline
SAT-0317,Security/Defense,493.3,2288.0,17.0,1267.0,8.9,45.5,53.3,32.4,72,38,86.8,127.0,0.667,Pass,52.7,52.2,56.0,38.8,49.9,True,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal timeline
SAT-0318,Security/Defense,587.4,2427.0,31.3,1193.0,8.2,57.8,50.2,39.0,72,38,82.2,128.0,0.699,Pass,44.7,54.6,50.3,45.1,48.7,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0319,Communication,611.3,2565.0,63.3,936.0,11.6,45.7,87.4,48.7,72,38,54.4,209.0,0.599,Fail,59.7,54.2,66.4,42.0,55.6,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0320,GPS/Navigation,600.0,2679.0,67.4,956.0,9.3,69.0,71.8,56.0,72,38,68.1,186.0,0.636,Partial Pass,51.0,58.6,48.2,44.6,50.6,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0321,Communication,586.2,1795.0,60.4,806.0,9.1,66.9,32.6,46.9,72,38,62.9,102.0,0.756,Partial Pass,45.1,59.3,47.0,46.8,49.5,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0322,GPS/Navigation,525.6,1906.0,50.7,770.0,7.0,59.4,27.1,27.4,72,38,48.6,72.0,0.561,Partial Pass,29.5,51.3,37.0,37.4,38.8,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0323,Multi-Purpose,518.1,1884.0,26.9,661.0,8.7,33.5,81.4,48.4,72,38,40.8,195.0,0.718,Pass,50.1,45.8,39.9,21.6,39.4,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0324,Multi-Purpose,472.3,2972.0,6.6,1411.0,8.3,24.2,52.7,35.3,72,38,95.3,112.0,0.648,Partial Pass,54.9,50.3,71.6,45.8,55.6,True,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal timeline
SAT-0325,Scientific Research,567.4,2215.0,42.3,922.0,8.5,54.7,53.9,59.2,72,38,71.2,140.0,0.629,Pass,45.5,57.6,55.1,39.8,49.5,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0326,Security/Defense,625.1,1814.0,52.9,718.0,8.3,70.8,97.8,18.9,72,38,42.3,230.0,0.678,Partial Pass,49.0,63.5,43.7,34.2,47.6,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0327,Scientific Research,597.1,2917.0,42.4,1197.0,8.8,51.8,76.8,9.3,72,38,86.5,182.0,0.776,Pass,39.7,60.9,49.9,54.2,51.2,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0328,Scientific Research,562.8,2735.0,49.0,1299.0,10.1,52.9,88.1,7.0,72,38,68.3,179.0,0.73,Partial Pass,45.2,60.6,58.9,46.0,52.7,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0329,Multi-Purpose,584.9,2437.0,79.3,772.0,8.4,62.0,69.4,28.1,72,38,63.1,157.0,0.115,Fail,44.5,38.1,48.6,38.9,42.5,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0330,Earth Observation,456.8,2045.0,41.3,888.0,6.7,66.3,39.4,52.7,72,38,69.2,117.0,0.715,Partial Pass,42.9,59.1,55.1,44.3,50.3,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0331,Communication,637.1,2590.0,41.0,1094.0,7.6,49.7,73.2,41.8,72,38,76.5,163.0,0.593,Fail,48.8,61.9,50.6,40.0,50.3,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0332,Scientific Research,439.3,1678.0,47.1,591.0,9.0,32.3,76.4,5,72,38,38.2,157.0,0.746,Pass,37.8,53.2,47.6,31.6,42.5,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline; Strong protection profile
SAT-0333,Communication,576.6,2361.0,31.0,1189.0,8.5,55.7,41.4,55.2,72,38,63.6,87.0,0.571,Fail,34.9,41.6,57.3,30.9,41.2,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0334,Communication,716.7,2443.0,70.0,937.0,8.4,84.1,78.3,68.6,72,38,61.3,175.0,0.683,Pass,62.6,72.0,51.8,43.7,57.5,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0335,Scientific Research,651.3,2603.0,47.0,1037.0,10.6,79.8,73.1,67.9,72,38,79.0,161.0,0.529,Fail,52.0,62.3,43.7,43.9,50.5,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0336,Multi-Purpose,358.6,1688.0,21.2,854.0,5.5,35.4,38.1,16.8,72,38,55.7,104.0,0.719,Pass,28.7,56.5,52.1,47.3,46.2,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0337,Multi-Purpose,536.9,1882.0,52.4,724.0,8.6,51.7,49.4,40.8,72,38,54.4,119.0,0.724,Pass,40.0,62.0,37.1,31.1,42.5,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0338,Scientific Research,411.3,2342.0,7.8,1235.0,7.5,53.0,43.7,31.1,72,38,84.7,117.0,0.734,Pass,43.7,60.0,66.1,46.3,54.0,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
